gene,hotspot_freq_luad,n_luad_lines_hotspot,n_luad_lines_screened_hotspot,mean_expr_logTPM,std_expr_logTPM,n_luad_lines_expr,mean_copy_number,n_luad_lines_cn,mean_crispr_dependency,n_luad_lines_crispr_dependency,mean_crispr_effect,n_luad_lines_crispr_effect
ADAMTS15,,,,1.2162,1.0845,83.0,1.0325,45.0,0.0294,53.0,0.0126,53.0
ADAMTS16,,,,0.8285,0.9409,83.0,1.5305,45.0,0.0198,53.0,0.0546,53.0
ADAMTS17,,,,0.4621,0.5213,83.0,1.1724,45.0,0.0137,53.0,0.0914,53.0
ADAMTS18,,,,0.1461,0.4526,83.0,1.1425,45.0,0.0195,53.0,0.0845,53.0
ADAMTS19,,,,0.0675,0.3063,83.0,0.9721,45.0,0.0153,53.0,0.0903,53.0
ADAMTS2,,,,0.2325,0.6377,83.0,1.1013,45.0,0.0452,53.0,-0.001,53.0
ADAMTS20,,,,0.2428,0.4765,83.0,1.1509,45.0,0.0325,53.0,0.0063,53.0
ADAMTS3,,,,0.7089,0.8505,83.0,0.9091,45.0,0.0832,53.0,-0.1005,53.0
ADAMTS4,,,,0.0395,0.0744,83.0,1.2526,45.0,0.1075,53.0,-0.15,53.0
ADAMTS5,,,,0.1562,0.4688,83.0,0.9249,45.0,0.0137,53.0,0.0896,53.0
ADAMTS6,,,,1.0274,1.0884,83.0,0.9731,45.0,0.0327,53.0,-0.0084,53.0
ADAMTS7,,,,0.7381,0.8301,83.0,1.0096,45.0,0.0193,19.0,0.0837,19.0
ADAMTS8,,,,0.1391,0.2056,83.0,1.0468,45.0,0.017,53.0,0.0735,53.0
ADAMTS9,,,,1.1327,1.4085,83.0,0.858,45.0,0.0423,53.0,-0.0399,53.0
ADAMTSL1,,,,0.4622,0.9685,83.0,0.7838,45.0,0.0147,53.0,0.0855,53.0
ADAMTSL2,,,,0.0634,0.2058,83.0,1.0201,45.0,0.0233,53.0,0.0793,53.0
ADAMTSL3,,,,0.5443,0.8858,83.0,1.0726,45.0,0.0144,53.0,0.1008,53.0
ADAMTSL4,,,,2.3314,1.6174,83.0,1.6188,45.0,0.1669,53.0,-0.1844,53.0
ADAMTSL5,,,,2.3731,0.8113,83.0,0.9233,45.0,0.1822,53.0,-0.2293,53.0
ADAP1,,,,3.6838,1.6652,83.0,1.3221,45.0,0.0496,53.0,-0.0376,53.0
ADAP2,,,,1.3079,0.9082,83.0,0.9908,45.0,0.0926,53.0,-0.1126,53.0
ADAR,,,,6.3326,0.5825,83.0,1.3961,45.0,0.5143,53.0,-0.5099,53.0
ADARB1,,,,2.5622,0.9273,83.0,1.0466,45.0,0.0248,53.0,0.033,53.0
ADARB2,,,,0.1209,0.4776,83.0,0.8982,45.0,0.0225,53.0,0.0528,53.0
ADAT1,,,,3.9404,0.5754,83.0,1.1657,45.0,0.101,53.0,-0.1345,53.0
ADAT2,,,,2.5524,0.6827,83.0,0.9495,45.0,0.3489,53.0,-0.324,53.0
ADAT3,,,,2.0718,0.7636,83.0,0.9707,45.0,0.4193,53.0,-0.4013,53.0
ADCK1,,,,3.0472,0.6061,83.0,1.2335,45.0,0.0084,53.0,0.1375,53.0
ADCK2,,,,3.6214,0.6579,83.0,1.0953,45.0,0.0871,53.0,-0.1097,53.0
ADCK5,,,,2.9708,0.6726,83.0,1.2645,45.0,0.0623,53.0,0.0296,53.0
ADCY1,,,,1.1271,1.0421,83.0,1.2575,45.0,0.0226,53.0,0.0337,53.0
ADCY10,,,,0.1015,0.1031,83.0,1.1625,45.0,0.0382,53.0,-0.0082,53.0
ADCY2,,,,0.0622,0.2589,83.0,1.491,45.0,0.0111,53.0,0.1224,53.0
ADCY3,,,,4.9606,0.6323,83.0,1.1697,45.0,0.146,53.0,-0.1856,53.0
ADCY4,,,,0.4993,0.6669,83.0,1.2119,45.0,0.0987,53.0,-0.1439,53.0
ADCY5,,,,0.4775,0.6871,83.0,1.0952,45.0,0.0133,53.0,0.0858,53.0
ADCY6,,,,4.0025,0.999,83.0,1.1624,45.0,0.0313,53.0,0.0033,53.0
ADCY7,,,,3.3201,1.0931,83.0,1.0945,45.0,0.0081,53.0,0.1705,53.0
ADCY8,,,,0.0422,0.2443,83.0,1.6549,45.0,0.0359,53.0,-0.0206,53.0
ADCY9,,,,2.6496,0.9239,83.0,0.9951,45.0,0.0149,53.0,0.1147,53.0
ADCYAP1,,,,0.2231,0.9177,83.0,1.0115,45.0,0.0095,53.0,0.1518,53.0
ADCYAP1R1,,,,0.0262,0.0666,83.0,1.2796,45.0,0.0259,53.0,0.0104,53.0
ADD1,,,,5.7525,0.6713,83.0,1.0045,45.0,0.03,53.0,0.0173,53.0
ADD2,,,,1.2935,1.5541,83.0,1.1977,45.0,0.0501,53.0,-0.0449,53.0
ADD3,,,,4.9147,1.3939,83.0,1.0168,45.0,0.0186,53.0,0.0724,53.0
ADGB,,,,0.007,0.0168,83.0,0.901,45.0,,,,
ADGRA1,,,,0.0075,0.0181,83.0,0.9839,45.0,0.0166,53.0,0.085,53.0
ADGRA2,,,,0.626,0.6209,83.0,0.9053,45.0,0.0391,53.0,0.008,53.0
ADGRA3,,,,4.4974,0.6747,83.0,0.9572,45.0,0.0914,53.0,-0.1292,53.0
ADGRB1,,,,0.4403,0.723,83.0,1.2821,45.0,0.0295,53.0,0.0298,53.0
ADGRB2,,,,2.0807,1.1823,83.0,1.0072,45.0,0.0628,53.0,-0.0834,53.0
ADGRB3,,,,0.0912,0.1983,83.0,0.8965,45.0,0.0405,53.0,-0.0231,53.0
ADGRD1,,,,1.0525,1.2565,83.0,1.0363,45.0,0.0416,53.0,0.0305,53.0
ADGRD2,,,,0.1405,0.4199,83.0,1.0469,45.0,0.0096,2.0,0.1352,2.0
ADGRE1,,,,0.4334,0.7897,83.0,0.8711,45.0,0.0496,53.0,-0.0578,53.0
ADGRE2,,,,0.9477,1.0002,83.0,0.8458,45.0,0.1185,53.0,-0.1346,53.0
ADGRE3,,,,0.006,0.0351,83.0,0.8665,45.0,0.0359,53.0,0.0117,53.0
ADGRE5,,,,4.9796,1.1437,83.0,0.8541,45.0,0.0193,53.0,0.0857,53.0
ADGRF1,,,,3.728,3.096,83.0,1.0542,45.0,0.0194,53.0,0.0482,53.0
ADGRF2P,,,,,,,1.036,45.0,,,,
ADGRF3,,,,0.9714,0.4612,83.0,1.1938,45.0,0.0296,53.0,0.0274,53.0
ADGRF4,,,,1.9087,1.3682,83.0,1.0463,45.0,0.0259,53.0,0.0327,53.0
ADGRF5,,,,1.8855,2.5432,83.0,1.0329,45.0,0.1396,53.0,-0.1933,53.0
ADGRG1,,,,5.114,1.9301,83.0,1.1626,45.0,0.0755,53.0,-0.0985,53.0
ADGRG2,,,,0.8093,1.099,83.0,0.6699,45.0,0.0081,53.0,0.1442,53.0
ADGRG3,,,,0.2196,0.494,83.0,1.1641,45.0,0.1209,53.0,-0.1599,53.0
ADGRG4,,,,0.0037,0.0097,83.0,0.7582,45.0,0.0391,53.0,0.0016,53.0
ADGRG5,,,,0.177,0.5106,83.0,1.1388,45.0,0.0275,53.0,0.0238,53.0
ADGRG6,,,,4.7699,1.2923,83.0,0.9521,45.0,0.0076,53.0,0.1654,53.0
ADGRG7,,,,0.2292,0.9217,83.0,1.0528,45.0,0.0553,53.0,-0.0495,53.0
ADGRL1,,,,3.1844,0.8972,83.0,0.8964,45.0,0.0183,53.0,0.056,53.0
ADGRL2,,,,3.2231,1.6361,83.0,1.0249,45.0,0.0507,53.0,0.008,53.0
ADGRL3,,,,0.4211,0.6115,83.0,0.9216,45.0,0.0457,53.0,-0.033,53.0
ADGRL4,,,,0.2688,0.7389,83.0,1.0667,45.0,0.0191,53.0,0.0585,53.0
ADGRV1,,,,1.3479,1.3546,83.0,1.0137,45.0,0.0373,53.0,-0.0139,53.0
ADH1A,,,,0.0218,0.0389,83.0,0.9224,45.0,0.0309,53.0,0.0017,53.0
ADH1B,,,,0.0142,0.0349,83.0,0.9042,45.0,0.0301,53.0,0.003,53.0
ADH1C,,,,0.5154,1.0591,83.0,0.9081,45.0,0.0149,2.0,0.0496,2.0
ADH4,,,,0.067,0.1961,83.0,0.8921,45.0,0.0175,53.0,0.0701,53.0
ADH5,,,,6.7797,0.6454,83.0,0.8956,45.0,0.1507,53.0,-0.205,53.0
ADH6,,,,0.4002,0.6503,83.0,0.9025,45.0,0.0213,53.0,0.0538,53.0
ADH7,,,,0.0546,0.2541,83.0,0.9388,45.0,0.0169,53.0,0.0607,53.0
ADHFE1,,,,1.3143,0.8973,83.0,1.2236,45.0,0.0412,53.0,-0.0425,53.0
ADI1,,,,5.5858,0.5981,83.0,1.1631,45.0,0.0315,53.0,0.0234,53.0
ADIG,,,,0.0014,0.0123,83.0,1.3561,45.0,0.0342,53.0,0.0187,53.0
ADIPOQ,,,,0.0021,0.0078,83.0,1.1275,45.0,0.0135,53.0,0.0933,53.0
ADIPOR1,,,,6.3962,0.5572,83.0,1.1418,45.0,0.0349,53.0,0.0116,53.0
ADIPOR2,,,,5.3904,0.4817,83.0,1.0834,45.0,0.0117,53.0,0.1037,53.0
ADIRF,,,,3.3396,2.7846,83.0,0.9863,45.0,0.0491,53.0,-0.0432,53.0
ADISSP,,,,5.3054,1.0046,83.0,1.0644,45.0,0.0471,53.0,-0.0116,53.0
ADK,,,,5.365,0.7305,83.0,1.0178,45.0,0.0649,53.0,-0.0857,53.0
ADM,,,,4.3428,1.7762,83.0,0.9224,45.0,0.0157,53.0,0.0745,53.0
ADM2,,,,1.7583,1.0742,83.0,0.9353,45.0,0.0245,53.0,0.0397,53.0
ADM5,,,,1.3062,0.7672,83.0,1.1175,45.0,0.0493,53.0,-0.0565,53.0
ADNP,,,,5.2746,0.4183,83.0,1.326,45.0,0.1673,53.0,-0.1543,53.0
ADNP2,,,,3.3292,0.6079,83.0,0.8082,45.0,0.0509,53.0,-0.0412,53.0
ADO,,,,3.5772,0.5334,83.0,1.0474,45.0,0.0773,53.0,-0.091,53.0
ADORA1,,,,2.1653,1.6935,83.0,1.1531,45.0,0.0387,53.0,-0.0083,53.0
ADORA2A,,,,1.5802,1.1216,83.0,1.0365,45.0,0.0696,53.0,-0.106,53.0
ADORA2B,,,,4.1541,1.2331,83.0,1.0258,45.0,0.0529,53.0,-0.0391,53.0
ADORA3,,,,0.0194,0.035,83.0,1.0398,45.0,0.0195,19.0,0.17,19.0
ADPGK,,,,5.5713,0.4826,83.0,1.12,45.0,0.0925,53.0,-0.096,53.0
ADPRH,,,,1.1709,0.9132,83.0,1.1077,45.0,0.0678,53.0,-0.0737,53.0
ADPRHL1,,,,2.4529,1.0297,83.0,0.8884,45.0,0.0684,53.0,-0.0699,53.0
ADPRM,,,,2.9428,0.6309,83.0,0.9379,45.0,0.0293,53.0,0.0167,53.0
ADPRS,,,,4.3597,0.541,83.0,1.0155,45.0,0.1603,53.0,-0.2108,53.0
ADRA1A,,,,0.0102,0.0351,83.0,0.8287,45.0,0.0141,53.0,0.0856,53.0
ADRA1B,,,,1.033,1.0941,83.0,1.1209,45.0,0.0173,53.0,0.0603,53.0
ADRA1D,,,,0.3776,0.5655,83.0,1.041,45.0,0.0325,53.0,0.0008,53.0
ADRA2A,,,,0.2053,0.5455,83.0,0.9222,45.0,0.0508,53.0,-0.0385,53.0
ADRA2B,,,,0.2143,0.3652,83.0,1.2312,45.0,0.0804,53.0,-0.0797,53.0
ADRA2C,,,,1.3544,1.3372,83.0,0.8564,45.0,0.0255,53.0,0.015,53.0
ADRB1,,,,0.6294,0.8392,83.0,0.8236,45.0,0.0108,53.0,0.1241,53.0
ADRB2,,,,1.8383,1.4848,83.0,1.1014,45.0,0.0294,53.0,0.0092,53.0
ADRB3,,,,0.004,0.0132,83.0,0.9317,45.0,0.0231,53.0,0.0223,53.0
ADRM1,,,,6.9092,0.701,83.0,1.4262,45.0,0.473,53.0,-0.4643,53.0
ADSL,,,,5.871,0.5319,83.0,0.9105,45.0,0.8856,53.0,-1.2887,53.0
ADSS1,,,,3.1534,1.1832,83.0,1.229,45.0,0.0792,53.0,-0.0851,53.0
ADSS2,,,,5.5485,0.6027,83.0,1.1484,45.0,0.5416,53.0,-0.5762,53.0
ADTRP,,,,0.9608,1.1704,83.0,1.7987,45.0,0.0323,53.0,0.0777,53.0
AEBP1,,,,0.7978,1.1295,83.0,1.2988,45.0,0.1229,53.0,-0.1743,53.0
AEBP2,,,,4.6682,0.6156,83.0,1.1572,45.0,0.0488,53.0,-0.0468,53.0
AEN,,,,4.4272,0.6743,83.0,1.1427,45.0,0.0259,53.0,0.0143,53.0
AFAP1,,,,3.2034,1.0475,83.0,1.0332,45.0,0.0092,53.0,0.1323,53.0
AFAP1L1,,,,2.309,1.2997,83.0,1.1568,45.0,0.0576,53.0,-0.0673,53.0
AFAP1L2,,,,2.1924,1.5439,83.0,0.9954,45.0,0.0206,53.0,0.0335,53.0
AFDN,,,,5.2804,0.8707,83.0,0.9066,45.0,0.0498,53.0,-0.0089,53.0
AFF1,,,,3.5365,0.6254,83.0,0.9138,45.0,0.0132,53.0,0.0941,53.0
AFF2,,,,0.1993,0.4143,83.0,0.7623,45.0,0.012,53.0,0.1138,53.0
AFF3,,,,0.3637,0.582,83.0,1.1271,45.0,0.1919,53.0,-0.2455,53.0
AFF4,,,,4.456,0.526,83.0,1.009,45.0,0.0625,53.0,-0.0601,53.0
AFG1L,,,,1.8185,0.4355,83.0,0.9039,45.0,0.0352,53.0,0.0144,53.0
AFG2A,,,,2.0591,0.5551,83.0,0.9274,45.0,0.8474,53.0,-0.8332,53.0
AFG2B,,,,3.439,0.4587,83.0,0.9925,45.0,0.9425,53.0,-1.264,53.0
AFG3L2,,,,5.2671,0.5989,83.0,0.9942,45.0,0.93,53.0,-1.2907,53.0
AFM,,,,0.0145,0.0348,83.0,0.9711,45.0,0.0257,53.0,0.0326,53.0
AFMID,,,,4.8389,0.5649,83.0,1.0742,45.0,0.0505,53.0,-0.0524,53.0
AFP,,,,0.4941,0.7908,83.0,0.9861,45.0,0.0396,53.0,-0.0402,53.0
AFTPH,,,,4.4354,0.5402,83.0,1.2519,45.0,0.0305,53.0,0.0621,53.0
AGA,,,,4.534,0.7752,83.0,0.9303,45.0,0.0078,53.0,0.1522,53.0
AGAP1,0.0,0.0,131.0,3.9994,0.6321,83.0,1.042,45.0,0.0516,53.0,-0.015,53.0
AGAP2,,,,0.6467,1.0232,83.0,2.3551,45.0,0.3743,53.0,-0.3883,53.0
AGAP3,,,,5.3276,0.7401,83.0,1.1225,45.0,0.0163,53.0,0.0733,53.0
AGAP4,,,,2.8701,0.5873,83.0,,0.0,,,,
AGAP5,0.0,0.0,131.0,2.083,0.6791,83.0,,0.0,0.7725,48.0,-0.7013,48.0
AGAP6,,,,3.3218,0.6976,83.0,,0.0,0.775,53.0,-0.7083,53.0
AGAP9,,,,2.8488,0.8326,83.0,,0.0,0.3176,48.0,-0.3233,48.0
AGBL1,,,,0.0603,0.2784,83.0,1.0687,45.0,0.0213,53.0,0.0395,53.0
AGBL2,,,,1.3815,0.8837,83.0,0.9416,45.0,0.0209,53.0,0.0338,53.0
AGBL3,,,,1.4542,0.5427,83.0,1.1516,45.0,0.0757,53.0,-0.1169,53.0
AGBL4,,,,0.0828,0.1247,83.0,1.0761,45.0,0.1161,53.0,-0.1534,53.0
AGBL5,,,,4.3608,0.651,83.0,1.2057,45.0,0.0555,53.0,-0.0785,53.0
AGER,,,,1.9467,0.7774,83.0,1.0433,45.0,0.0135,53.0,0.1042,53.0
AGFG1,,,,6.0493,0.6041,83.0,1.0537,45.0,0.0285,53.0,0.0591,53.0
AGFG2,,,,3.4515,0.7519,83.0,1.2077,45.0,0.086,53.0,-0.1088,53.0
AGGF1,,,,3.7499,0.4591,83.0,1.0109,45.0,0.0119,53.0,0.1369,53.0
AGK,,,,4.9187,0.5224,83.0,1.1447,45.0,0.0189,53.0,0.0706,53.0
AGL,,,,3.2219,0.6359,83.0,1.0341,45.0,0.0641,53.0,-0.0763,53.0
AGMAT,,,,1.2089,0.8836,83.0,0.9549,45.0,0.0963,53.0,-0.1283,53.0
AGMO,,,,0.5139,0.8844,83.0,1.2631,45.0,0.0157,53.0,0.0546,53.0
AGO1,,,,3.0581,0.6157,83.0,1.0244,45.0,0.0966,53.0,-0.1492,53.0
AGO2,,,,4.1888,0.6578,83.0,1.3085,45.0,0.053,53.0,-0.0109,53.0
AGO3,,,,3.1038,0.6411,83.0,1.0023,45.0,0.0909,53.0,-0.1168,53.0
AGO4,,,,2.8896,0.7208,83.0,0.9991,45.0,0.027,53.0,-0.0008,53.0
AGPAT1,,,,5.2214,0.8026,83.0,1.0635,45.0,0.0646,53.0,-0.0525,53.0
AGPAT2,,,,5.0508,0.7243,83.0,1.2323,45.0,0.0577,53.0,-0.0133,53.0
AGPAT3,,,,4.4603,0.9064,83.0,1.0133,45.0,0.0385,53.0,-0.0131,53.0
AGPAT4,,,,1.5257,1.0031,83.0,0.8973,45.0,0.0259,53.0,0.0333,53.0
AGPAT5,,,,4.423,0.7208,83.0,0.8098,45.0,0.0231,53.0,0.0871,53.0
AGPS,,,,5.8078,0.6272,83.0,1.1567,45.0,0.0225,53.0,0.0526,53.0
AGR2,,,,6.2962,3.2899,83.0,1.4139,45.0,0.0331,53.0,-0.0015,53.0
AGR3,,,,1.0386,1.6512,83.0,1.376,45.0,0.0347,53.0,-0.0013,53.0
AGRN,,,,6.4946,0.8308,83.0,1.0328,45.0,0.1116,53.0,-0.1506,53.0
AGRP,,,,0.0172,0.0402,83.0,1.216,45.0,0.0451,53.0,-0.0258,53.0
AGT,,,,1.2151,1.2342,83.0,1.0988,45.0,0.0267,53.0,0.0126,53.0
AGTPBP1,,,,3.0243,0.6998,83.0,1.0027,45.0,0.0096,53.0,0.1304,53.0
AGTR1,,,,0.3134,0.7229,83.0,1.1499,45.0,0.0556,53.0,-0.0776,53.0
AGTR2,,,,0.0167,0.0376,83.0,0.7401,45.0,0.02,53.0,0.0628,53.0
AGTRAP,,,,5.297,0.6989,83.0,1.0059,45.0,0.0165,53.0,0.0725,53.0
AGXT,,,,0.1106,0.4433,83.0,1.0785,45.0,0.0277,53.0,0.0315,53.0
AGXT2,0.0,0.0,131.0,0.0034,0.011,83.0,1.4174,45.0,0.0182,53.0,0.0858,53.0
AHCTF1,,,,4.6201,0.4764,83.0,1.0633,45.0,0.9849,53.0,-1.3002,53.0
AHCY,,,,7.1759,0.5461,83.0,1.2603,45.0,0.8441,53.0,-0.8446,53.0
AHCYL1,,,,5.9253,0.7563,83.0,1.1571,45.0,0.3832,53.0,-0.3711,53.0
AHCYL2,,,,3.7944,1.0833,83.0,1.1461,45.0,0.0345,53.0,-0.0195,53.0
AHDC1,,,,2.8398,0.8388,83.0,0.9658,45.0,0.1232,53.0,-0.1672,53.0
AHI1,,,,3.5266,0.8186,83.0,0.9079,45.0,0.0499,53.0,-0.0461,53.0
AHNAK,,,,6.1015,1.166,83.0,1.0687,45.0,0.1848,53.0,-0.235,53.0
AHNAK2,,,,4.2238,1.7389,83.0,1.1577,45.0,0.012,53.0,0.14,53.0
AHR,0.0,0.0,131.0,4.9316,1.2702,83.0,1.3734,45.0,0.0734,53.0,0.0298,53.0
AHRR,,,,1.5806,1.1268,83.0,1.5222,45.0,0.0792,53.0,-0.0945,53.0
AHSA1,,,,7.9177,0.5645,83.0,1.2626,45.0,0.0412,53.0,-0.0152,53.0
AHSG,,,,0.118,0.2,83.0,1.141,45.0,0.0263,53.0,0.0532,53.0
AHSP,,,,0.0176,0.0691,83.0,1.0339,45.0,0.0241,53.0,0.0375,53.0
AICDA,,,,0.046,0.0716,83.0,1.1019,45.0,0.0203,53.0,0.0523,53.0
AIDA,,,,5.4815,0.5997,83.0,1.1025,45.0,0.0195,53.0,0.0789,53.0
AIF1,,,,0.154,0.153,83.0,1.0359,45.0,0.0896,53.0,-0.1444,53.0
AIF1L,,,,3.0913,1.6008,83.0,1.0172,45.0,0.0593,53.0,-0.0757,53.0
AIFM1,,,,5.4691,0.6778,83.0,0.7348,45.0,0.5506,53.0,-0.5353,53.0
AIFM2,,,,3.7613,1.1279,83.0,1.0185,45.0,0.0643,53.0,-0.0829,53.0
AIFM3,,,,1.3756,0.8732,83.0,1.3242,45.0,0.0988,53.0,-0.1114,53.0
AIG1,,,,4.9376,0.6797,83.0,0.9368,45.0,0.0502,53.0,-0.0457,53.0
AIM2,,,,1.1675,1.619,83.0,1.2505,45.0,0.0216,53.0,0.0658,53.0
AIMP1,,,,6.2136,0.3997,83.0,0.8668,45.0,0.0537,53.0,-0.0499,53.0
AIMP2,,,,5.7951,0.5919,83.0,1.2873,45.0,0.1884,53.0,-0.2421,53.0
AIP,,,,5.5224,0.6705,83.0,1.3014,45.0,0.1816,53.0,-0.2261,53.0
AIPL1,,,,0.0195,0.0378,83.0,0.9668,45.0,0.0453,53.0,-0.0571,53.0
AIRE,,,,0.0093,0.0215,83.0,0.9838,45.0,0.0123,53.0,0.1136,53.0
AIRIM,,,,4.8103,0.6294,83.0,1.0366,45.0,0.9668,53.0,-1.662,53.0
AJAP1,,,,0.185,0.4839,83.0,0.9625,45.0,0.0147,53.0,0.0742,53.0
AJM1,,,,1.5223,0.6185,83.0,1.2205,45.0,0.1489,53.0,-0.2042,53.0
AJUBA,,,,5.2579,1.2091,83.0,1.2824,45.0,0.0576,53.0,-0.0091,53.0
AK1,,,,5.4475,0.8639,83.0,1.0759,45.0,0.1598,53.0,-0.1996,53.0
AK2,,,,7.7054,0.4209,83.0,1.0214,45.0,0.2057,53.0,-0.2599,53.0
AK3,,,,4.8418,0.7946,83.0,0.7715,45.0,0.0485,53.0,-0.0281,53.0
AK4,,,,4.0705,1.3888,83.0,1.087,45.0,0.5488,53.0,-0.5174,53.0
AK5,,,,0.7149,1.1083,83.0,1.0706,45.0,0.0245,53.0,0.0829,53.0
AK6,,,,6.0739,0.6446,83.0,1.0054,45.0,0.9535,53.0,-1.4172,53.0
AK7,,,,1.2302,0.775,83.0,1.0874,45.0,0.0269,53.0,0.0132,53.0
AK8,,,,0.4953,0.4436,83.0,1.0346,45.0,0.0595,53.0,-0.0783,53.0
AK9,,,,1.7662,0.5931,83.0,0.9274,45.0,0.0123,53.0,0.1009,53.0
AKAIN1,,,,0.0183,0.0454,83.0,0.9901,45.0,0.0061,53.0,0.1873,53.0
AKAP1,,,,4.863,0.6054,83.0,1.1925,45.0,0.0408,53.0,-0.0124,53.0
AKAP10,,,,3.8801,0.5434,83.0,1.0221,45.0,0.0479,53.0,-0.0154,53.0
AKAP11,,,,3.2639,0.5539,83.0,0.8675,45.0,0.0257,53.0,0.0202,53.0
AKAP12,,,,3.1541,2.0756,83.0,0.9278,45.0,0.0544,53.0,-0.0517,53.0
AKAP13,0.0,0.0,131.0,4.0524,0.517,83.0,1.1379,45.0,0.0455,53.0,-0.0035,53.0
AKAP14,,,,0.0766,0.1481,83.0,0.695,45.0,0.0154,53.0,0.0927,53.0
AKAP17A,,,,3.9658,0.7144,83.0,,0.0,0.0035,2.0,0.2611,2.0
AKAP3,,,,0.6785,0.5076,83.0,1.0821,45.0,0.0435,53.0,-0.0426,53.0
AKAP4,,,,0.0019,0.007,83.0,0.5688,45.0,0.0223,53.0,0.0374,53.0
AKAP5,,,,1.1478,0.7378,83.0,1.3947,45.0,0.03,53.0,0.0624,53.0
AKAP6,,,,1.4056,0.9488,83.0,1.3674,45.0,0.0654,53.0,-0.0856,53.0
AKAP7,,,,1.4116,0.855,83.0,0.91,45.0,0.0217,53.0,0.0439,53.0
AKAP8,,,,3.7523,0.3566,83.0,0.865,45.0,0.0548,53.0,-0.0749,53.0
AKAP8L,,,,4.8069,0.4476,83.0,0.8971,45.0,0.1563,53.0,-0.181,53.0
AKAP9,,,,4.0989,0.7605,83.0,1.2179,45.0,0.0442,53.0,-0.0297,53.0
AKIP1,,,,4.6741,0.6151,83.0,0.9249,45.0,0.0661,53.0,-0.0722,53.0
AKIRIN1,,,,5.5634,0.6296,83.0,1.065,45.0,0.3227,53.0,-0.3223,53.0
AKIRIN2,,,,4.7709,0.5677,83.0,0.8908,45.0,0.9408,53.0,-1.0158,53.0
AKNA,,,,2.0195,0.8369,83.0,1.0085,45.0,0.0442,53.0,-0.044,53.0
AKNAD1,,,,0.577,0.6647,83.0,1.08,45.0,0.0487,53.0,-0.0489,53.0
AKR1A1,,,,6.3063,0.6326,83.0,1.0614,45.0,0.0329,53.0,-0.0072,53.0
AKR1B1,,,,7.5373,2.403,83.0,1.2254,45.0,0.0428,53.0,0.088,53.0
AKR1B10,,,,4.0798,3.6276,83.0,1.1234,45.0,0.0138,53.0,0.0871,53.0
AKR1B15,,,,1.1845,1.5182,83.0,1.1902,45.0,0.1116,53.0,-0.1468,53.0
AKR1C1,,,,4.7128,3.7081,83.0,0.9947,45.0,,0.0,,0.0
AKR1C2,,,,5.2295,4.1733,83.0,0.9885,45.0,0.0149,53.0,0.087,53.0
AKR1C3,,,,5.563,3.3808,83.0,1.0024,45.0,0.029,53.0,-0.0076,53.0
AKR1C4,,,,0.2842,0.55,83.0,0.9932,45.0,0.0176,53.0,0.0679,53.0
AKR1C8,,,,0.1632,0.3237,83.0,0.9743,45.0,,,,
AKR1D1,,,,0.0582,0.0962,83.0,1.0857,45.0,0.0427,53.0,-0.03,53.0
AKR1E2,,,,2.1939,1.4734,83.0,0.966,45.0,0.0073,53.0,0.1513,53.0
AKR7A2,,,,4.6869,0.6033,83.0,0.9867,45.0,0.0422,53.0,-0.0197,53.0
AKR7A3,,,,0.8865,1.1176,83.0,0.9728,45.0,0.2471,53.0,-0.2872,53.0
AKR7L,,,,0.7267,0.5593,83.0,,,,,,
AKT1,0.0,0.0,131.0,6.4863,0.5869,83.0,1.2271,45.0,0.0557,53.0,-0.026,53.0
AKT1S1,,,,5.1312,0.5648,83.0,1.1079,45.0,0.0224,53.0,0.122,53.0
AKT2,,,,6.2455,0.5238,83.0,1.0852,45.0,0.0632,53.0,-0.0551,53.0
AKT3,,,,2.658,1.8718,83.0,1.0899,45.0,0.0106,53.0,0.1462,53.0
AKTIP,,,,4.8069,0.7165,83.0,1.0948,45.0,0.1731,53.0,-0.1941,53.0
ALAD,,,,4.0984,0.8056,83.0,1.0227,45.0,0.1206,53.0,-0.1258,53.0
ALAS1,,,,5.1625,0.6289,83.0,0.9378,45.0,0.1386,53.0,-0.1491,53.0
ALAS2,,,,0.0476,0.0771,83.0,0.6372,45.0,0.0141,53.0,0.105,53.0
ALB,,,,0.5153,0.6221,83.0,0.9573,45.0,0.0153,53.0,0.081,53.0
ALCAM,,,,5.9146,1.3303,83.0,1.0702,45.0,0.0393,53.0,-0.0281,53.0
ALDH16A1,,,,3.5612,0.7067,83.0,1.0152,45.0,0.0337,53.0,0.0128,53.0
ALDH18A1,,,,5.6195,0.7233,83.0,1.0177,45.0,0.1037,53.0,-0.1175,53.0
ALDH1A1,,,,3.1744,3.7083,83.0,1.06,45.0,0.0226,53.0,0.0263,53.0
ALDH1A2,,,,1.1648,1.3122,83.0,1.0497,45.0,0.0381,53.0,-0.0298,53.0
ALDH1A3,,,,4.6175,2.6263,83.0,1.2043,45.0,0.0141,53.0,0.1487,53.0
ALDH1B1,,,,4.2342,0.9174,83.0,0.9317,45.0,0.0426,53.0,-0.039,53.0
ALDH1L1,,,,0.9552,1.2053,83.0,1.1165,45.0,0.0377,53.0,-0.0109,53.0
ALDH1L2,,,,1.5417,1.4158,83.0,1.0656,45.0,0.0293,53.0,0.0133,53.0
ALDH2,,,,4.3678,1.9847,83.0,1.0492,45.0,0.0616,53.0,-0.0486,53.0
ALDH3A1,,,,3.6565,3.272,83.0,1.036,45.0,0.0543,53.0,-0.0704,53.0
